0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	2
100	2
101	2
102	2
103	2
104	2
105	2
106	2
107	2
108	2
109	2
110	2
111	2
112	2
113	2
114	2
115	2
116	2
117	2
118	2
119	2
120	2
121	2
122	2
123	2
124	2
125	2
126	2
127	2
128	2
129	2
130	2
131	2
132	2
133	2
134	2
135	2
136	2
137	2
138	2
139	2
140	2
141	2
142	2
143	2
144	2
145	2
146	2
147	2
148	2
149	2
150	2
151	2
152	2
153	2
154	2
155	2
156	2
157	2
158	2
159	2
160	2
161	2
162	2
163	2
164	2
165	2
166	2
167	2
168	2
169	2
170	2
171	2
172	2
173	2
174	2
175	2
176	2
177	2
178	2
179	2
180	2
181	2
182	2
183	2
184	2
185	2
186	2
187	2
188	2
189	2
190	2
191	2
192	2
193	2
194	2
195	2
196	2
197	2
198	2
199	2
200	2
201	2
202	2
203	2
204	2
205	2
206	2
207	2
208	2
209	2
210	2
211	2
212	2
213	2
214	2
215	2
216	2
217	2
218	2
219	2
220	2
221	2
222	2
223	2
224	2
225	3
226	3
227	3
228	3
229	3
230	3
231	3
232	3
233	3
234	3
235	3
236	3
237	3
238	3
239	3
240	3
241	3
242	3
243	3
244	3
245	3
246	3
247	3
248	3
249	3
250	3
251	3
252	3
253	3
254	3
255	3
256	3
257	3
258	3
259	3
260	3
261	3
262	3
263	3
264	3
265	3
266	3
267	3
268	3
269	3
270	3
271	3
272	3
273	3
274	3
275	3
276	3
277	3
278	3
279	3
280	3
281	3
282	3
283	3
284	3
285	3
286	3
287	3
288	3
289	3
290	3
291	3
292	3
293	3
294	3
295	3
296	3
297	3
298	3
299	3
300	5
301	5
302	5
303	5
304	5
305	5
306	5
307	5
308	5
309	5
310	5
311	5
312	5
313	5
314	5
315	5
316	5
317	5
318	5
319	5
320	5
321	5
322	5
323	5
324	5
325	5
326	5
327	5
328	5
329	5
330	5
331	5
332	5
333	5
334	5
335	5
336	5
337	5
338	5
339	5
340	5
341	5
342	5
343	5
344	5
345	5
346	5
347	5
348	5
349	5
350	5
351	5
352	5
353	5
354	5
355	5
356	5
357	5
358	5
359	5
360	5
361	5
362	5
363	5
364	5
365	5
366	5
367	5
368	5
369	5
370	5
371	5
372	5
373	5
374	5
375	6
376	6
377	6
378	6
379	6
380	6
381	6
382	6
383	7
384	7
385	7
386	7
387	7
388	7
389	7
390	7
391	7
392	7
393	7
394	7
395	7
396	7
397	7
398	7
399	7
400	7
401	7
402	7
403	7
404	7
405	7
406	7
407	7
408	7
409	7
410	7
411	7
412	7
413	7
414	7
415	7
416	7
417	7
418	7
419	7
420	7
421	7
422	7
423	7
424	7
425	7
426	7
427	7
428	7
429	7
430	7
431	7
432	7
433	7
434	7
435	7
436	7
437	7
438	7
439	7
440	7
441	7
442	7
443	7
444	7
445	7
446	7
447	7
448	7
449	7
450	9
451	9
452	9
453	9
454	9
455	9
456	9
457	9
458	11
459	11
460	11
461	11
462	11
463	11
464	11
465	11
466	11
467	11
468	11
469	11
470	11
471	11
472	11
473	11
474	11
475	11
476	11
477	11
478	11
479	11
480	11
481	11
482	11
483	11
484	11
485	11
486	11
487	11
488	11
489	11
490	11
491	11
492	11
493	11
494	11
495	11
496	11
497	11
498	11
499	11
500	11
501	11
502	11
503	11
504	11
505	11
506	11
507	11
508	11
509	11
510	11
511	11
512	11
513	11
514	11
515	11
516	11
517	11
518	11
519	11
520	11
521	11
522	11
523	11
524	11
525	16
526	16
527	16
528	16
529	16
530	16
531	16
532	16
533	16
534	16
535	16
536	16
537	16
538	16
539	16
540	16
541	16
542	16
543	16
544	16
545	16
546	16
547	16
548	16
549	16
550	16
551	16
552	16
553	16
554	16
555	16
556	16
557	16
558	16
559	16
560	16
561	16
562	16
563	16
564	16
565	16
566	16
567	16
568	16
569	16
570	16
571	16
572	16
573	16
574	16
575	16
576	16
577	16
578	16
579	16
580	16
581	16
582	16
583	16
584	16
585	16
586	16
587	16
588	16
589	16
590	16
591	16
592	16
593	16
594	16
595	16
596	16
597	16
598	16
599	16
600	19
601	19
602	19
603	19
604	19
605	19
606	19
607	19
608	21
609	21
610	21
611	21
612	21
613	21
614	21
615	24
616	24
617	24
618	24
619	24
620	24
621	24
622	24
623	25
624	25
625	25
626	25
627	25
628	25
629	25
630	25
631	25
632	25
633	25
634	25
635	25
636	25
637	25
638	25
639	25
640	25
641	25
642	25
643	25
644	25
645	26
646	26
647	26
648	26
649	26
650	26
651	26
652	26
653	26
654	26
655	26
656	26
657	26
658	26
659	26
660	26
661	26
662	26
663	26
664	26
665	26
666	26
667	26
668	26
669	26
670	26
671	26
672	26
673	26
674	26
675	30
676	30
677	30
678	30
679	30
680	30
681	30
682	30
683	32
684	32
685	32
686	32
687	32
688	32
689	32
690	34
691	34
692	34
693	34
694	34
695	34
696	34
697	34
698	37
699	37
700	37
701	37
702	37
703	37
704	37
705	38
706	38
707	38
708	38
709	38
710	38
711	38
712	38
713	38
714	38
715	38
716	38
717	38
718	38
719	38
720	38
721	38
722	38
723	38
724	38
725	38
726	38
727	38
728	39
729	39
730	39
731	39
732	39
733	39
734	39
735	39
736	39
737	39
738	39
739	39
740	39
741	39
742	39
743	39
744	39
745	39
746	39
747	39
748	39
749	39
750	44
751	44
752	44
753	44
754	44
755	44
756	44
757	44
758	46
759	46
760	46
761	46
762	46
763	46
764	46
765	49
766	49
767	49
768	49
769	49
770	49
771	49
772	49
773	58
774	58
775	58
776	58
777	58
778	58
779	58
780	60
781	60
782	60
783	60
784	60
785	60
786	60
787	60
788	60
789	60
790	60
791	60
792	60
793	60
794	60
795	61
796	61
797	61
798	61
799	61
800	61
801	61
802	61
803	62
804	62
805	62
806	62
807	62
808	62
809	62
810	64
811	64
812	64
813	64
